1024,1024,10,0.135440,0 
1024,1024,20,0.130254,0 
1024,1024,50,0.138004,0 
1024,1024,100,0.139495,0 
1024,1024,500,0.202363,0 
1024,1024,1000,0.245656,0 
1024,1024,5000,0.618199,0 
1024,1024,10000,1.087092,0 
1024,1024,25000,2.495231,0 

475,475,5,0.081115,1 
475,475,10,0.090019,1 
475,475,20,0.088131,1 
475,475,50,0.085362,1 
475,475,100,0.102495,1 
475,475,500,0.107434,1 
475,475,1000,0.112784,1 
475,475,5000,0.202013,1 
475,475,10000,0.307125,1 
475,475,25000,0.635930,1 
